task_id,platform_id,coding-game,coding-game_reason,extras,harmful_any,harmful_visual,landcover-type_text,landcover-type_visual_0,landscape-type_expl_text,landscape-type_expl_visual_0,landscape-type_other_text,landscape-type_text,landscape-type_visual_0,landscape-type_visual_1,landscape-type_visual_2,landscape-type_visual_3,language_correct,nature_any,nature_text,nature_visual_0,nature_visual_1,nature_visual_2,nature_visual_3,nature_visual_any,nep_biological_expl_text,nep_biological_expl_visual_0,nep_biological_expl_visual_1,nep_biological_expl_visual_2,nep_biological_expl_visual_3,nep_biological_text,nep_biological_visual_0,nep_biological_visual_1,nep_biological_visual_2,nep_biological_visual_3,nep_materiality_expl_text,nep_materiality_text,nep_materiality_visual_0,nep_materiality_visual_1,nep_materiality_visual_2,nep_materiality_visual_3,rel-value_text,rel-value_text_conf_aesthetics,rel-value_text_conf_cultural-identity,rel-value_text_conf_good-life,rel-value_text_conf_kinship,rel-value_text_conf_livelihoods,rel-value_text_conf_personal-identity,rel-value_text_conf_reciprocity,rel-value_text_conf_sense-of-agency,rel-value_text_conf_sense-of-place,rel-value_text_conf_social-relations,rel-value_text_conf_social-responsibility,rel-value_text_conf_spirituality,rel-value_text_conf_stewardship-principle,rel-value_text_conf_well-being,rel-value_text_expl,rel-value_visual_0,rel-value_visual_0_conf_aesthetics,rel-value_visual_0_conf_cultural-identity,rel-value_visual_0_conf_good-life,rel-value_visual_0_conf_reciprocity,rel-value_visual_0_conf_sense-of-agency,rel-value_visual_0_conf_social-cohesion,rel-value_visual_0_conf_social-relations,rel-value_visual_0_conf_spirituality,rel-value_visual_0_conf_stewardship-principle,rel-value_visual_0_conf_well-being,rel-value_visual_1,rel-value_visual_1_conf_social-relations,rel-value_visual_2,rel-value_visual_3,rel-value_visual_3_conf_spirituality,val-expr_text,val-expr_visual_0,val-expr_visual_1,val-expr_visual_2,val-expr_visual_3,visual_same_0,visual_same_1,visual_same_2,visual_same_3,timestamps,user_ids
33813,1663169316693344257,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 14:25:34.485151+00:00;2025-04-22 14:41:30.194585+00:00,31;42
33814,1713722424066220041,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 13:43:13.048644+00:00;2025-04-22 13:07:20.162949+00:00,17;28
33815,1735646889981136912,,,Food;Food,,,,,,,,none;none,none,none,none,none,Yes;Yes,Yes;Yes,Yes;Yes,No;No,No;No,No;No,No;No,No;No,food,,,,,biotic;biotic,,,,,,material;material,,,,,social-relations;social-relations,,,social-relations,,,,,,,good-life;good-life,,,,,,,,,,,,,,,,,,,,,,Implicit;Implicit,Not codable,Not codable,Not codable,Not codable,,,,,2025-04-22 16:29:49.424882+00:00;2025-04-23 07:25:50.874004+00:00,31;42
33816,1729395699291222337,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 13:59:15.184938+00:00;2025-04-22 13:59:33.913020+00:00,17;31
33817,1675671698115264512,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 16:04:31.188924+00:00;2025-04-22 14:55:20.575253+00:00,31;42
33818,1699045715253588199,,,,,,,,,,,none,none,none,none,none,Yes;Yes,No;No,No,No;No,No;No,No;No,No;No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable,Not codable,Not codable,Not codable,Not codable,,,,,2025-04-22 16:32:01.378311+00:00;2025-04-23 07:27:03.232843+00:00,31;42
33819,1679929755301232659,Yes,"Metaphor ""sudo como un cerdo"" coded as immaterial",,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Yes;Yes,Yes;Yes,No;No,No;No,No;No,No;No,No;No,,,,,,biotic;biotic,,,,,,immaterial;immaterial,,,,,sense-of-place,,,,,,,,,,,,,,,Negative relationship with place,,,,,,,,,,,,,,,,,Not codable;Implicit,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 14:09:02.453108+00:00;2025-04-22 14:14:48.430099+00:00,17;31
33820,1666793195433328640,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 14:25:20.797875+00:00;2025-04-22 14:34:17.627046+00:00,31;42
33821,1690620197705564160,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 15:58:44.705196+00:00;2025-04-22 14:44:59.473092+00:00,31;42
33822,1726405999399973152,,,,,,,,,,,none,none,none,none,none,Yes;Yes,No;No,No,No;No,No;No,No;No,No;No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable,Not codable,Not codable,Not codable,Not codable,,,,,2025-04-22 16:28:14.095191+00:00;2025-04-23 07:32:39.576926+00:00,31;42
33823,1706655860754198783,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 15:56:00.913693+00:00;2025-04-22 14:50:54.563155+00:00,31;42
33824,1719158242088042514,,,,,,,,,,,none,none,none,none,none,Yes;Yes,No;No,No,No;No,No;No,No;No,No;No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable,Not codable,Not codable,Not codable,Not codable,,,,,2025-04-22 16:39:09.899262+00:00;2025-04-23 07:33:34.501706+00:00,31;42
33825,1685909155398168576,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 14:29:57.529487+00:00;2025-04-22 14:39:24.080795+00:00,31;42
33826,1713541230053732838,,,,,,,,,,,none;none,,,,,Yes;Yes,Yes;Yes,Yes;Yes,No;No,No;No,No;No,No;No,No;No,rose,,,,,biotic;biotic,,,,,,material;immaterial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,,,,,,,,,2025-04-23 08:10:27.071948+00:00;2025-04-23 07:34:18.759355+00:00,7;42
33827,1735088208713519561,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 14:05:22.604915+00:00;2025-04-22 14:05:38.160688+00:00,17;42
33828,1666430807664218112,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 15:55:13.157882+00:00;2025-04-22 14:47:53.574884+00:00,31;42
33829,1693066315651514516,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 14:09:14.259932+00:00;2025-04-22 14:16:19.880491+00:00,17;42
33830,1709011381826068872,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 13:32:59.463837+00:00;2025-04-22 12:56:05.329546+00:00,17;28
33831,1706746457741468054,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 14:18:44.379645+00:00;2025-04-22 14:19:29.865690+00:00,17;31
33832,1685456170633281536,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 14:23:33.781414+00:00;2025-04-22 14:33:57.191888+00:00,31;42
33833,1664075286571352064,,,Health,,,,,,,,none,none,none,none,none,Yes;Yes,No;No,No,No;No,No;No,No;No,No;No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable,Not codable,Not codable,Not codable,Not codable,,,,,2025-04-22 16:17:24.988427+00:00;2025-04-23 07:21:33.678557+00:00,31;42
33834,1681741694918709249,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 14:15:54.035730+00:00;2025-04-22 14:16:05.965568+00:00,17;31
33835,1704843921438732761,,,,,,,,,,,none,none,none,none,none,Yes;Yes,No;No,No,No;No,No;No,No;No,No;No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable,Not codable,Not codable,Not codable,Not codable,,,,,2025-04-22 16:39:21.367877+00:00;2025-04-23 07:27:28.625729+00:00,31;42
33836,1719792420907339816,,,,,,,,,,,none,none,none,none,none,Yes;Yes,No;No,No,No;No,No;No,No;No,No;No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable,Not codable,Not codable,Not codable,Not codable,,,,,2025-04-22 16:25:00.553694+00:00;2025-04-23 07:21:11.689891+00:00,31;42
33837,1664528270963122176,Yes,"can we say that a comics character inspired in nature reveals ""cultural identity"" RV?",,,,,,,,,none;none,none,none,none,none,No;Yes,No;Yes,No;Yes,No;No,No;No,No;No,No;No,No;No,,,,,,biotic,,,,,,immaterial,,,,,cultural-identity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Implicit,Not codable,Not codable,Not codable,Not codable,,,,,2025-04-22 16:34:11.660652+00:00;2025-04-23 07:15:12.408500+00:00,31;42
33838,1727946147799458289,,,,,,,,,,,none,none,none,none,none,Yes;Yes,No;No,No,No;No,No;No,No;No,No;No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable,Not codable,Not codable,Not codable,Not codable,,,,,2025-04-22 16:33:29.103171+00:00;2025-04-23 07:11:57.355753+00:00,31;42
33839,1686271542542708736,,,,,,,,,,,none,none,none,none,none,Yes;Yes,No;No,No,No;No,No;No,No;No,No;No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable,Not codable,Not codable,Not codable,Not codable,,,,,2025-04-22 16:22:06.712881+00:00;2025-04-23 07:24:58.071959+00:00,31;42
33840,1714718982375375187,,,Food;Food,,,,,,,,none;none,none,none,none,none,Yes;Yes,Yes;Yes,Yes;Yes,No;No,No;No,No;No,No;No,No;No,,,,,,biotic;biotic,,,,,,material;material,,,,,good-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Implicit;Not codable,Not codable,Not codable,Not codable,Not codable,,,,,2025-04-23 08:09:08.144688+00:00;2025-04-23 09:09:13.954826+00:00,7;17
33841,1678117816296259586,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 13:43:57.916576+00:00;2025-04-22 13:17:39.865622+00:00,17;28
33842,1684912588688154625,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 14:00:54.588502+00:00;2025-04-22 14:01:05.942799+00:00,17;42
33843,1685637364050272256,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 14:05:38.748715+00:00;2025-04-22 14:05:24.460293+00:00,17;42
33844,1721332569310978131,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 14:26:12.840864+00:00;2025-04-22 14:39:52.836848+00:00,31;42
33845,1681288710027988993,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 14:05:57.014292+00:00;2025-04-22 14:06:06.934655+00:00,17;42
33846,1720245400282525790,,,Food;Food,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Yes;Yes,Yes;Yes,No;No,No;No,No;No,No;No,No;No,,,,,,biotic;biotic,,,,,,material;material,,,,,good-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Implicit;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 13:35:33.760818+00:00;2025-04-22 13:02:46.041288+00:00,17;28
33847,1710823321217171573,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 14:07:12.339960+00:00;2025-04-22 14:11:17.146400+00:00,17;42
33848,1664981256042323968,,,Pet,,,,,,,,none;none,none,none,none,none,Yes;Yes,Yes;Yes,Yes;Yes,No;No,No;No,No;No,No;No,No;No,,,,,,biotic;biotic,,,,,,material;immaterial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable,Not codable,Not codable,Not codable,,,,,2025-04-23 08:05:52.720071+00:00;2025-04-22 13:55:19.991063+00:00,7;17
33849,1662806928995614721,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 14:02:11.732607+00:00;2025-04-22 14:02:05.119746+00:00,31;42
33850,1691707361260401072,Yes,Negative human-human relationship triggered by pet,Pet;Pet,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Yes;Yes,Yes;Yes,No;No,No;No,No;No,No;No,No;No,,,,,,biotic;biotic,,,,,,material;material,,,,,social-relations,,,,,,,,,,,,,,,Human-human relationship mitigated by nature,,,,,,,,,,,,,,,,,Not codable;Explicit,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 13:52:52.047501+00:00;2025-04-22 13:57:41.410681+00:00,17;31
33851,1719883017735291282,,,,,,,,,,,none,none,none,none,none,Yes;Yes,No;No,No,No;No,No;No,No;No,No;No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable,Not codable,Not codable,Not codable,Not codable,,,,,2025-04-22 16:24:46.946497+00:00;2025-04-23 07:12:51.615803+00:00,31;42
33852,1680382740460457986,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 14:03:37.842245+00:00;2025-04-22 14:03:30.793087+00:00,17;42
33853,1720335963678019890,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 13:36:41.645689+00:00;2025-04-22 13:17:17.637845+00:00,17;28
33854,1697867911354892792,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 14:06:14.685773+00:00;2025-04-22 14:09:20.425574+00:00,17;42
33855,1687902288663265280,,,,,,,,,,,none,none,none,none,none,Yes;Yes,No;No,No,No;No,No;No,No;No,No;No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable,Not codable,Not codable,Not codable,Not codable,,,,,2025-04-22 16:29:59.446492+00:00;2025-04-23 07:32:45.259423+00:00,31;42
33856,1693338106445828180,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 16:00:00.885152+00:00;2025-04-22 14:51:21.651242+00:00,31;42
33857,1704662717737427329,,,Food;Food,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Yes;Yes,Yes;Yes,No;No,No;No,No;No,No;No,No;No,,,,,,biotic;biotic,,,,,,material;material,,,,,good-life;good-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Explicit;Implicit,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 14:29:43.851405+00:00;2025-04-22 14:39:03.341271+00:00,31;42
33858,1696237209588760991,,,,,,,,,,,none,none,none,none,none,Yes;Yes,No;No,No,No;No,No;No,No;No,No;No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable,Not codable,Not codable,Not codable,Not codable,,,,,2025-04-22 16:25:06.754848+00:00;2025-04-23 07:31:32.745351+00:00,31;42
33859,1698411536820371706,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 13:48:20.168638+00:00;2025-04-22 13:49:44.795117+00:00,17;31
33860,1672953789001900035,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 14:23:28.821500+00:00;2025-04-22 14:42:25.248264+00:00,31;42
33861,1679476769638821892,,,,,,,,,,,none,none,none,none,none,Yes;Yes,No;No,No,No;No,No;No,No;No,No;No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable,Not codable,Not codable,Not codable,Not codable,,,,,2025-04-22 16:28:04.416176+00:00;2025-04-23 07:22:21.674750+00:00,31;42
33862,1685003185713184768,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;Yes,No;Yes,No;No,No;No,No;No,No;No,No;No,fire emoji,,,,,abiotic,,,,,,immaterial,,,,,aesthetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Implicit,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 14:05:17.362267+00:00;2025-04-22 14:05:02.974499+00:00,17;42
33863,1691344971377356800,,,,,,,,,,,,,,,,Yes;Yes,No;No,,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-23 08:14:17.178589+00:00;2025-04-23 07:34:44.978870+00:00,7;42
33864,1708286606153580624,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 14:25:41.962530+00:00;2025-04-22 14:38:06.758167+00:00,31;42
33865,1713269439192244693,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 13:32:14.169421+00:00;2025-04-22 13:24:02.982393+00:00,17;28
33866,1668876925610127360,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 14:25:16.738606+00:00;2025-04-22 14:29:05.945911+00:00,31;42
33867,1672229013547372544,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 13:34:32.741136+00:00;2025-04-22 13:22:10.794353+00:00,17;28
33868,1700132864635883924,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 15:54:49.705809+00:00;2025-04-22 14:56:02.996180+00:00,31;42
33869,1734106741405548623,,,,,,,,,,,none,none,none,none,none,Yes;Yes,No;No,No,No;No,No;No,No;No,No;No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable,Not codable,Not codable,Not codable,Not codable,,,,,2025-04-22 16:12:49.921850+00:00;2025-04-23 07:18:36.240748+00:00,31;42
33870,1683553634234290176,,,,,,,,,,,none;none,none,none,none,none,Yes;Yes,No;Yes,No;Yes,No;No,No;No,No;No,No;No,No;No,star emoji,,,,,abiotic,,,,,,immaterial,,,,,aesthetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Implicit,Not codable,Not codable,Not codable,Not codable,,,,,2025-04-22 16:28:43.560882+00:00;2025-04-23 07:19:53.610743+00:00,31;42
33871,1738002411099480246,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 16:10:02.889878+00:00;2025-04-22 14:46:52.654210+00:00,31;42
33872,1717618073505607954,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-22 16:04:51.430074+00:00;2025-04-22 14:48:26.921771+00:00,31;42
