task_id,platform_id,coding-game,coding-game_reason,extras,harmful_any,harmful_visual,landcover-type_text,landcover-type_visual_0,landcover-type_visual_1,landcover-type_visual_2,landscape-type_expl_text,landscape-type_expl_visual_0,landscape-type_expl_visual_1,landscape-type_expl_visual_3,landscape-type_other_text,landscape-type_other_visual_0,landscape-type_text,landscape-type_visual_0,landscape-type_visual_1,landscape-type_visual_2,landscape-type_visual_3,language_correct,media_relevant,nature_any,nature_text,nature_visual,nep_biological_expl_text,nep_biological_expl_visual_0,nep_biological_expl_visual_1,nep_biological_expl_visual_2,nep_biological_expl_visual_3,nep_biological_text,nep_biological_visual_0,nep_biological_visual_1,nep_biological_visual_2,nep_biological_visual_3,nep_materiality_expl_text,nep_materiality_expl_visual_0,nep_materiality_text,nep_materiality_visual_0,nep_materiality_visual_1,nep_materiality_visual_2,nep_materiality_visual_3,timestamps,user_ids
10436,1614927438764457984,Yes;No,coffee emoji -> food button?,,,,,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:02:59.080005+00:00;2025-03-31 09:02:00.081141+00:00,7;30
10437,1615093533358329857,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 12:49:44.251686+00:00;2025-04-01 13:00:06.803108+00:00,7;42
10438,1491714557899075584,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 19:13:42.751809+00:00;2025-04-08 09:10:41.072546+00:00,10;29
10439,1615380423659642880,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,sheep,sheep,,,,biotic;biotic,biotic;biotic,,,,,,immaterial;immaterial,immaterial;immaterial,,,,2025-04-03 12:49:34.471659+00:00;2025-04-01 14:43:57.752583+00:00,15;42
10442,1615833408495620097,No;No,,,,,,,,,,,,,,,,,none;artificial_surfaces,none,,Yes;Yes,"Image 2,Image 3;Image 2",Yes;Yes,No;No,Yes;Yes,,,,,,,,biotic;biotic,biotic,,,,,,immaterial;material,material,,2025-04-03 17:08:23.526512+00:00;2025-04-03 17:56:40.313749+00:00,7;10
10445,1616452487808192514,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:48:44.569064+00:00;2025-04-01 14:46:28.546218+00:00,7;42
10446,1616588383173869569,No;No,,,,,,,,,,,,,,,,forest_and_seminatural_areas,,,,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,,,biotic,,,,,,,immaterial,,,,2025-04-02 12:41:58.592818+00:00;2025-04-01 08:28:11.143177+00:00,17;42
10447,1616754477733928963,No;No,,,,,,,,,,,,,,,,,water_bodies,,,Yes;Yes,Image 2,Yes;No,No;No,Yes;No,,,,,,,,abiotic,,,,,,,material,,,2025-04-01 14:29:52.999541+00:00;2025-04-01 08:26:43.466836+00:00,7;42
10448,1616890373170941953,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 13:20:21.162527+00:00;2025-04-01 15:51:32.029262+00:00,15;42
10449,1491941050117763072,No;No,,,,,,,,,,,,,,,artificial_surfaces,artificial_surfaces;artificial_surfaces,artificial_surfaces;artificial_surfaces,artificial_surfaces;artificial_surfaces,,Yes;Yes,"Image 1,Image 2,Image 3;Image 1,Image 2,Image 3",Yes;Yes,No;Yes,Yes;Yes,,,,,,biotic,biotic;biotic,biotic;biotic,biotic;biotic,,,,material,material;material,material;material,material;material,,2025-04-03 22:05:05.805604+00:00;2025-04-07 09:42:58.177254+00:00,10;29
10450,1617056467621650437,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 17:07:07.170571+00:00;2025-04-03 17:57:37.159281+00:00,7;10
10451,1617192363037806594,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:22:40.419463+00:00;2025-04-01 08:08:57.780181+00:00,7;42
10452,1617343357788758017,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 12:49:52.705175+00:00;2025-04-01 14:51:41.468731+00:00,7;42
10453,1617494352808353792,No;No,,,,,,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:17:56.231605+00:00;2025-03-31 09:17:44.114403+00:00,7;31
10455,1617947337812504576,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 17:12:00.418539+00:00;2025-04-01 14:39:10.701576+00:00,7;42
10457,1618400322640306176,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 17:27:12.018633+00:00;2025-03-31 20:50:39.794784+00:00,7;31
10458,1618551317399764994,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:07:06.790071+00:00;2025-04-01 16:03:28.886847+00:00,17;42
10459,1618716405284896770,No;No,,,,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,Yes;No,Yes;No,No;No,,,,,,biotic,,,,,,,material,,,,,2025-03-31 08:55:01.414114+00:00;2025-03-31 08:55:11.644268+00:00,28;30
10460,1493073512327618560,No;No,,,,,,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:00:45.776390+00:00;2025-03-31 09:01:46.510570+00:00,7;28
10461,1618868406945726470,No;No,,,,,,,,,,,,,,,,artificial_surfaces,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,,,biotic,,,,,,,material,,,,2025-03-31 10:05:00.648676+00:00;2025-03-31 09:24:41.825440+00:00,30;31
10462,1619004302403706880,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 12:49:45.378685+00:00;2025-04-01 13:59:58.573417+00:00,15;42
10463,1619170396544339970,No;No,,,,,,,,,,,,,,,,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-04-02 12:41:38.948199+00:00;2025-04-01 08:27:54.018336+00:00,7;42
10464,1619306292069421062,No;No,,,,,,,,,,,,,,,none,,,,,No;Yes,,No;Yes,No;Yes,No;No,,,,,,abiotic,,,,,,,material,,,,,2025-03-31 16:45:04.680157+00:00;2025-03-31 16:44:08.577340+00:00,7;17
10465,1619457287156023296,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,,,biotic,,,,,,immaterial,immaterial,,,,2025-04-02 12:55:33.379516+00:00;2025-04-01 14:33:36.023625+00:00,7;42
10467,1619759277094371328,No;Yes,Highly processed food content ,Food;Food,,,,,,,,,,,,,none,none,none,none,none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 09:17:49.992276+00:00;2025-03-31 09:17:01.597582+00:00,7;31
10469,1620212261771169793,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 13:29:48.855463+00:00;2025-04-01 08:15:01.276994+00:00,15;42
10470,1620363256765509632,No;No,,,,,,,,,,,,,,,,,none,,,Yes;Yes,Image 2,No;Yes,No;No,No;Yes,,,,,,,,abiotic,,,,,,,material,,,2025-04-03 18:53:35.450158+00:00;2025-04-08 09:49:41.667962+00:00,10;29
10471,1493677492095356931,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:19:24.374298+00:00;2025-04-01 13:05:38.968780+00:00,7;42
10472,1620514251772428289,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:05:11.262596+00:00;2025-04-01 13:35:03.577982+00:00,7;42
10473,1620665246586404866,No;No,,Food,,,,,,,,,,,,,,none,,,,Yes;Yes,"Image 1,Image 2,Image 3,Image 4;Image 1,Image 2,Image 3,Image 4",Yes;Yes,No,Yes;Yes,,,,,,,biotic;biotic,biotic;biotic,biotic;biotic,biotic;biotic,,,,material;material,material;material,material;material,material;material,2025-03-31 17:12:14.793986+00:00;2025-03-31 16:51:47.225944+00:00,7;17
10475,1620967236528930817,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:50:50.027630+00:00;2025-04-01 14:38:32.752746+00:00,7;42
10476,1621148430486888449,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 19:11:44.655580+00:00;2025-04-07 15:41:22.310651+00:00,10;29
10477,1621269226505011200,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 17:19:26.196948+00:00;2025-03-31 20:47:45.866786+00:00,7;31
10478,1621420221364838402,No;No,,,,,,,,,,,,,,,,,none,,,Yes;Yes,Image 2;Image 2,Yes;Yes,No;No,Yes;Yes,,,,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,2025-04-03 16:32:43.250334+00:00;2025-04-01 14:31:20.292165+00:00,7;42
10479,1621571216459939841,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 17:36:20.097950+00:00;2025-03-31 20:56:31.094549+00:00,7;31
10480,1621873206234677248,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:20:16.497870+00:00;2025-03-31 09:58:24.632505+00:00,16;30
10482,1493828487144222722,No;No,,,,,,,,,,,,,,,none,none,,,,Yes;Yes,Image 1,Yes;No,Yes;No,Yes;No,,,,,,biotic,biotic,,,,,,immaterial,immaterial,,,,2025-04-03 19:19:36.583359+00:00;2025-04-05 11:18:38.974386+00:00,10;30
10483,1622628181059555329,No;No,,,,,,,,,,,,,,,none;none,none;none,"none;agricultural_areas,forest_and_seminatural_areas",,,Yes;Yes,"Image 1,Image 2;Image 1,Image 2",Yes;Yes,Yes;Yes,Yes;Yes,,,,,,biotic;biotic,biotic;biotic,biotic;biotic,,,,,immaterial;material,immaterial;immaterial,immaterial;immaterial,,,2025-04-03 18:17:03.267550+00:00;2025-04-03 18:35:19.011083+00:00,10;28
10484,1622779175747612672,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 17:09:17.372563+00:00;2025-04-01 14:16:16.407591+00:00,7;42
10485,1622930170859462657,No;No,,,visual,Image 1,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 17:15:46.349811+00:00;2025-04-03 18:15:17.453261+00:00,7;10
10486,1623383155766951938,No;No,,Food,,,,,,,,,,,,,,,none,,,Yes;Yes,Image 2;Image 2,Yes;Yes,No;No,Yes;Yes,,,,,,,,abiotic;biotic,,,,,,,immaterial;immaterial,,,2025-04-02 13:56:43.852294+00:00;2025-04-03 15:39:42.583515+00:00,15;17
10488,1623685145604620288,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 12:36:39.204690+00:00;2025-04-01 08:25:58.676247+00:00,7;42
10490,1623987135467642881,No;No,,,,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 08:49:13.818576+00:00;2025-03-31 08:42:28.429890+00:00,28;30
10491,1624289125397323776,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 14:00:48.526510+00:00;2025-04-01 13:07:51.907175+00:00,15;42
10492,1624440120396095490,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 14:29:49.372728+00:00;2025-04-01 12:56:31.794100+00:00,15;42
10493,1493979482117574667,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:47:19.371932+00:00;2025-04-01 13:18:02.889803+00:00,7;42
10495,1624742110212591616,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 17:12:47.891268+00:00;2025-03-31 16:56:54.248514+00:00,7;17
10496,1624893105102094338,No;No,,,,,,,,,,,,,,,,,,,,Yes;No,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 14:57:43.455895+00:00;2025-04-03 15:43:33.454562+00:00,15;17
10497,1625044100117413888,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 12:45:08.675393+00:00;2025-04-01 14:10:14.392096+00:00,7;42
10498,1625195095086727169,No;No,,Video game,,,,,,,,,,,,,,none;water_bodies,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,abiotic;abiotic,,,,,,,immaterial;immaterial,,,,2025-04-03 18:42:36.889418+00:00;2025-04-03 18:48:52.089575+00:00,10;28
10500,1625648079738224643,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 22:24:07.764157+00:00;2025-04-07 10:21:04.575813+00:00,10;29
10501,1625799074795474946,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 17:07:12.904732+00:00;2025-04-01 14:46:46.604052+00:00,7;42
10502,1625950069815119872,No;No,,"Food,Health;Food",,,,,,,,,,,,,none,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,,,biotic;biotic,biotic;biotic,,,,,,material,material;material,,,,2025-04-03 17:11:45.874433+00:00;2025-04-01 14:51:01.868891+00:00,7;42
10504,1478728992798969873,No;No,,Health,,,,,,,,,,,,,,,,,,Yes;Yes,,No;Yes,No;Yes,No;No,,,,,,biotic,,,,,,,material,,,,,2025-04-01 09:57:34.818558+00:00;2025-04-01 08:33:29.462801+00:00,1;42
10505,1494205974424748033,No;No,,Sport,,,,,,,,And forest,And forest,,,,,water_bodies,water_bodies,,,Yes;Yes,"Image 1,Image 2",No;Yes,No;No,No;Yes,,Both,Both,,,,abiotic,abiotic,,,,,,material,material,,,2025-04-03 22:41:03.526899+00:00;2025-04-08 09:36:51.437940+00:00,10;29
10506,1626448353008697345,No;No,,,,,,,,,,,,,,,,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-03-31 17:13:05.814041+00:00;2025-03-31 16:49:53.955675+00:00,7;17
10507,1626705044543516673,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 17:19:41.016984+00:00;2025-04-03 18:22:43.902023+00:00,7;10
10510,1627173128651816960,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 22:05:56.776970+00:00;2025-04-07 10:12:20.511613+00:00,10;29
10511,1627324123822039041,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 17:18:18.567045+00:00;2025-04-03 18:15:25.985957+00:00,7;10
10513,1627611014056361984,No;No,,,,,,,,,,,,,,Sky,,"artificial_surfaces;none,other",,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,abiotic;abiotic,,,,,,,material;immaterial,,,,2025-04-03 17:15:04.140632+00:00;2025-04-03 18:22:19.140507+00:00,7;10
10514,1627762009000255488,No;No,,,,,,,,,,,,,,,none,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,beast,,,,,biotic;biotic,biotic;biotic,,,,,,immaterial;immaterial,immaterial;immaterial,,,,2025-04-02 13:04:28.577476+00:00;2025-04-01 16:00:20.212916+00:00,17;42
10515,1627943202815631361,No;No,,,,,,,,,,,,,,,,artificial_surfaces;agricultural_areas,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,"butterfly, emoji",,,,,biotic;biotic,biotic;biotic,,,,,,immaterial;immaterial,material;material,,,,2025-04-02 14:56:47.031891+00:00;2025-04-01 15:48:14.385804+00:00,15;42
10516,1494356969469009931,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:06:00.110557+00:00;2025-04-01 14:52:10.048955+00:00,7;42
10518,1635009766358663168,No;No,,Health,,,,,,,,,,,,,,forest_and_seminatural_areas,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,abiotic;abiotic,,,,,,,immaterial,,,,2025-04-01 14:05:58.075682+00:00;2025-04-01 08:03:11.506689+00:00,7;42
10520,1636066730991812608,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 19:11:53.384645+00:00;2025-04-09 10:13:21.308234+00:00,10;29
10521,1636217725881049089,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 19:13:38.937075+00:00;2025-04-05 11:20:06.233912+00:00,10;30
10523,1636670710708948995,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:51:59.388186+00:00;2025-04-01 14:52:13.335188+00:00,7;42
10524,1636987800078675968,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:47:47.088842+00:00;2025-04-01 14:54:04.655739+00:00,7;42
10527,1494507964266336268,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 12:07:49.641124+00:00;2025-04-01 15:47:26.683537+00:00,15;42
10528,1637576680335355904,No;No,,,,,,,,,,,,,,,,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;abiotic,,,,,,,immaterial;immaterial,,,,2025-04-02 12:30:58.605516+00:00;2025-04-01 13:27:47.550447+00:00,17;42
10529,1637727675447128064,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 17:10:10.207476+00:00;2025-04-01 13:00:29.424483+00:00,7;42
10531,1638180660241387522,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 13:56:51.568242+00:00;2025-04-01 15:52:05.376158+00:00,15;42
10533,1638497749640306688,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:22:19.610337+00:00;2025-03-31 09:48:56.680829+00:00,16;30
10534,1638633645081767944,No,,Video game,,,,,,,,,,,,,,none;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-03-31 09:06:14.875544+00:00;2025-03-31 09:04:48.441081+00:00,16;17
10535,1638784639966781440,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 10:20:38.316529+00:00;2025-03-31 09:24:02.087536+00:00,30;31
10537,1639237624631300096,No;No,,Food;Food,,,,,,,,,,,,,,none;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-04-03 19:17:52.852550+00:00;2025-04-09 10:13:00.387836+00:00,10;29
10538,1494658959185260551,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:50:34.239083+00:00;2025-04-03 17:58:04.638454+00:00,7;10
10539,1639388619826769922,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 14:16:21.040504+00:00;2025-04-01 16:19:52.739183+00:00,15;42
10540,1639539614686797826,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:49:57.654647+00:00;2025-04-01 08:49:57.384589+00:00,7;42
10541,1639690609353977858,No;No,,Video game;Video game,,,,,,,,,,,,,,forest_and_seminatural_areas,forest_and_seminatural_areas,,,Yes;Yes,"Image 1,Image 2;Image 1,Image 2",Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,biotic;biotic,,,,,,immaterial;immaterial,immaterial;immaterial,,,2025-04-02 14:36:40.839118+00:00;2025-04-01 08:30:43.201692+00:00,15;42
10542,1639841604554067968,No;No,,,,,,,,,,,,,,,,,,,,No;Yes,Image 1,No;Yes,No;No,No;Yes,,sky,,,,,abiotic,,,,,,,material,,,,2025-04-01 14:48:13.892450+00:00;2025-04-01 12:47:20.669762+00:00,7;42
10543,1639992599632048133,No;No,,,,,,,,,,,,,,,none,,,,,Yes;Yes,,No;Yes,No;Yes,No;No,,,,,,abiotic,,,,,,,material,,,,,2025-04-03 13:45:17.212830+00:00;2025-04-03 15:41:01.483101+00:00,15;17
10544,1640143594471211008,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 10:04:44.644655+00:00;2025-03-31 09:18:52.720225+00:00,30;31
10545,1640294589423656961,No;No,,Video game,,,,,,,,,,,,,,"artificial_surfaces;forest_and_seminatural_areas,wetlands",,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;abiotic,,,,,,,immaterial;immaterial,,,,2025-04-03 16:03:07.033737+00:00;2025-04-01 08:47:42.335245+00:00,17;42
10546,1640445584145260552,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 12:56:34.857203+00:00;2025-04-01 08:53:08.048982+00:00,17;42
10548,1640747574209413125,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 14:04:05.110332+00:00;2025-04-01 15:53:30.645191+00:00,15;42
10549,1494809954221441026,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 19:08:49.611176+00:00;2025-04-05 11:31:24.067505+00:00,10;30
10550,1640898569279242240,No;No,,,,,,,,,,,,,,,none;none,forest_and_seminatural_areas;forest_and_seminatural_areas,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,,,biotic;biotic,biotic,,,,,,material;material,immaterial;immaterial,,,,2025-04-02 12:42:32.219304+00:00;2025-04-02 12:49:37.082094+00:00,7;17
10551,1641049564168765442,No;No,,Sport;Sport,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-04-03 12:17:28.384439+00:00;2025-04-01 13:40:33.963858+00:00,15;42
10552,1641366653249232896,No;No,,,,,,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:22:06.710935+00:00;2025-03-31 09:20:44.198829+00:00,7;16
10553,1641502549063655424,No;No,,,,,,,,,,,,,,,,none,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,,,abiotic,,,,,,,material,,,,2025-04-03 18:42:58.986116+00:00;2025-04-03 18:45:23.008339+00:00,10;28
10554,1641653544012107776,No;No,,"Food,Health",,,,,,,,,,,,,none,,,,,Yes;Yes,,Yes;No,Yes;No,No;No,,,,,,biotic,,,,,,,material,,,,,2025-04-02 12:43:41.281518+00:00;2025-04-01 14:27:16.309296+00:00,7;42
10555,1641804538809311232,No;No,,,,,,,,,,,,,,,none;none,"none;none,artificial_surfaces",none;none,none;none,none;none,Yes;Yes,"Image 1,Image 2;Image 1",Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,biotic,,,,,,material;material,material,,,2025-03-31 08:56:06.110042+00:00;2025-03-31 08:56:51.201203+00:00,15;31
10557,1642438717712351233,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:06:11.927766+00:00;2025-04-02 12:48:17.557115+00:00,7;17
10558,1642710508536037378,No;No,,,,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 08:38:34.967819+00:00;2025-03-31 08:42:19.443233+00:00,28;31
10559,1642861503547346944,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 13:20:38.030883+00:00;2025-04-01 16:01:21.312884+00:00,15;42
10560,1494885451815129092,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 22:17:43.071711+00:00;2025-04-01 07:43:45.175293+00:00,1;42
10561,1643012498168094721,No;No,,,,,,,,,,,,,,,,none;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-04-03 18:50:03.551238+00:00;2025-04-08 09:33:21.133883+00:00,10;29
10562,1643178592476561411,No;No,,,,,,,,,,,,,,,,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-04-01 14:23:50.352438+00:00;2025-04-01 13:50:59.736251+00:00,7;42
10563,1643314488353992706,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,"Image 1,Image 2,Image 3;Image 1,Image 2,Image 3",Yes;Yes,Yes;No,Yes;Yes,,,,,,biotic,biotic;biotic,biotic;biotic,biotic;biotic,,,,material,material;material,material;material,material;material,,2025-04-03 12:20:46.061886+00:00;2025-04-01 08:31:24.697044+00:00,15;42
