task_id,platform_id,coding-game_reason,coding_game,extras,harmful_any,harmful_visual,landcover-type_text,landcover-type_visual_0,landscape-type_expl_visual_0,landscape-type_expl_visual_3,landscape-type_other_text,landscape-type_other_visual_0,landscape-type_text,landscape-type_visual_0,landscape-type_visual_1,landscape-type_visual_2,landscape-type_visual_3,language_correct,media_relevant,nature_any,nature_text,nature_visual,nep_biological_expl_text,nep_biological_expl_visual_0,nep_biological_expl_visual_1,nep_biological_text,nep_biological_visual_0,nep_biological_visual_1,nep_biological_visual_2,nep_biological_visual_3,nep_materiality_expl_text,nep_materiality_expl_visual_0,nep_materiality_text,nep_materiality_visual_0,nep_materiality_visual_1,nep_materiality_visual_2,nep_materiality_visual_3,timestamps,user_ids
10264,1586086397957767168,,No;No,,,,,,,,,animal close-up,,none;other,,,,No;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,bird,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 09:25:14.091470+00:00;2025-03-31 09:23:38.233202+00:00,30;31
10268,1586690377729429507,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-04-01 13:54:53.646445+00:00;2025-04-01 13:33:35.383221+00:00,7;42
10271,1488996648990777349,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-04-01 09:57:05.334586+00:00;2025-04-01 07:44:21.358497+00:00,1;42
10278,1588653311917367296,,No;No,,,,,,,,,,none;none,artificial_surfaces;none,none;none,none;none,none;none,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,abiotic,,,,,,,material,,,,2025-03-31 09:15:36.393644+00:00;2025-03-31 09:38:55.207320+00:00,7;42
10282,1478351505153536013,,No;No;No,,,,,,,,,,none;none;forest_and_seminatural_areas,none;artificial_surfaces,artificial_surfaces;artificial_surfaces,,,Yes;Yes;Yes,"Image 1,Image 2;Image 1,Image 2;Image 1,Image 2",Yes;Yes;Yes,Yes;Yes;Yes,Yes;Yes;Yes,snow,,,abiotic;abiotic;biotic,abiotic;abiotic,abiotic;abiotic,,,,,material;material;material,material;material,material;material,,,2025-03-31 09:14:33.343496+00:00;2025-03-31 09:13:33.043757+00:00;2025-03-31 09:12:27.859026+00:00,17;28;30
10283,1489147643884363778,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:13:21.307559+00:00;2025-03-31 16:47:24.625616+00:00,7;17
10285,1589634779133222915,,No;No,,,,,,,,,,,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,immaterial;material,,,,2025-04-01 14:33:56.161143+00:00;2025-04-01 13:42:16.344364+00:00,7;42
10287,1590012266459856896,,No;No,,,,,,,,,,,forest_and_seminatural_areas,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 09:06:08.850293+00:00;2025-03-31 09:05:24.163452+00:00,17;28
10288,1590238758938767360,,No;No,,,,,,,,,,,,,,,No;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 10:11:00.982652+00:00;2025-03-31 09:28:26.649577+00:00,30;31
10302,1592428185597116416,,No;No,,,,,,,,,,,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-04-01 14:49:48.290347+00:00;2025-04-01 12:52:23.304830+00:00,7;42
10307,1593183160317026305,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:06:42.197238+00:00;2025-03-31 16:46:30.004779+00:00,7;17
10310,1593862637334728704,,No;No,,,,,,,,,Sky,,other,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,abiotic,,,,,,,immaterial,,,,2025-03-31 17:19:34.728155+00:00;2025-03-31 20:45:54.946791+00:00,7;31
10315,1594995099502579712,,No;No,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:03:08.048984+00:00;2025-03-31 09:02:32.998323+00:00,7;30
10318,1595297089558220801,,No;No,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:09:47.828607+00:00;2025-03-31 09:12:26.132665+00:00,7;31
10328,1597260023650222080,,No;No,,,,,,,,,,,,,,,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,biotic,,,,,,,immaterial,,,,2025-04-01 14:45:57.506711+00:00;2025-04-01 08:16:16.181244+00:00,7;42
10329,1597486516179439617,,No;No,,,,,,,,,,,none;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,animal,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 09:22:55.969216+00:00;2025-03-31 10:06:22.752951+00:00,16;30
10330,1597562013718388739,,No;No,,,,,,,,,,,artificial_surfaces;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,immaterial;material,,,,2025-03-31 17:27:32.319069+00:00;2025-03-31 20:44:58.226727+00:00,7;31
10331,1597788506058653696,,Yes;No,Food,,,,,,,,,none,none,none,none,none,Yes;Yes,Image 1,Yes;No,Yes;No,Yes;No,,,,biotic,,,,,,,,material,,,,2025-03-31 10:18:12.357730+00:00;2025-03-31 10:05:20.844217+00:00,15;30
10337,1598618978217529344,,No;No,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:14:57.008794+00:00;2025-03-31 09:15:24.826200+00:00,7;31
10339,1599071963158192129,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-04-01 14:23:16.959226+00:00;2025-04-01 08:09:14.003348+00:00,7;42
10353,1601714374628225024,,No;No,,,,,,,,,,,artificial_surfaces;agricultural_areas,artificial_surfaces;agricultural_areas,,,Yes;Yes,"Image 1,Image 2;Image 1,Image 2",Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,biotic;biotic,,,,,,material;material,material;material,,,2025-04-01 14:20:00.606195+00:00;2025-04-01 14:11:40.995382+00:00,7;42
10361,1602695841814290434,,No;No,,,,,,,,,,,,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;Yes,Yes;Yes,mimics cat sound,,,biotic,biotic;biotic,,,,,,immaterial,immaterial;immaterial,,,,2025-03-31 17:27:47.405081+00:00;2025-04-01 08:37:51.065537+00:00,7;42
10369,1604507781058375684,,No;No,,,,,,,,,,,none,none,none,none,Yes;Yes,"Image 1,Image 2,Image 3,Image 4;Image 1,Image 2,Image 3,Image 4",Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,biotic;biotic,biotic;biotic,biotic;biotic,,,,material;material,material;material,material;material,material;material,2025-04-01 14:10:16.396689+00:00;2025-04-01 12:51:21.181554+00:00,7;42
10371,1490733090666434561,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:46:42.659396+00:00;2025-04-01 08:37:58.266359+00:00,7;42
10376,1605413750814789632,,No;No,,,,,,,,,,,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 17:07:17.380764+00:00;2025-03-31 16:46:16.565129+00:00,7;17
10380,1606017730586546202,,No;No,,,,,,,,,,none,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;No,Yes;Yes,,,,biotic,biotic;biotic,,,,,,material,material,,,,2025-04-01 14:07:27.990141+00:00;2025-04-01 08:25:34.261551+00:00,7;42
10381,1606244222897573888,,No;No,Food,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,biotic;biotic,biotic,,,,turtle,,material;material,material,,,,2025-03-31 08:51:00.935409+00:00;2025-03-31 08:46:36.435365+00:00,28;30
10382,1490808588201308161,,No;No,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:41:06.651710+00:00;2025-03-31 08:49:22.198044+00:00,30;31
10387,1606923700108152834,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:19:54.086791+00:00;2025-03-31 20:50:33.633671+00:00,7;31
10392,1607754172396347392,"leather purse, making explicit ref to nature elements.",No;Yes,,,,,,,,,,none,,,,,Yes;Yes,,No;Yes,No;Yes,No;No,,,,biotic,,,,,,,material,,,,,2025-03-31 16:44:41.803070+00:00;2025-03-31 20:37:00.134215+00:00,17;31
10396,1607980664795848704,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:15:09.147431+00:00;2025-03-31 16:50:30.204260+00:00,7;17
10401,1608735639557791744,,No;No,Sport,,,,,,,,,,,,,,Yes;Yes,,Yes;No,Yes;No,No;No,,,,abiotic,,,,,,,material,,,,,2025-03-31 17:26:42.213974+00:00;2025-03-31 20:47:33.517208+00:00,7;31
10402,1608962131965403136,,No;No,,,,,,,,,,none;artificial_surfaces,none;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,abiotic;abiotic,abiotic;abiotic,,,,,,material;material,material;material,,,,2025-03-31 17:40:04.141805+00:00;2025-03-31 20:38:18.264599+00:00,7;31
10404,1609188624318304259,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-04-01 14:47:56.530658+00:00;2025-04-01 13:57:50.162487+00:00,7;42
10410,1610397590587166721,,No;No,,,,,,,,,,,artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;Yes,Yes;Yes,stars,snow,,abiotic,abiotic;abiotic,,,,emoji,,material,immaterial;immaterial,,,,2025-03-31 20:31:48.437645+00:00;2025-04-01 08:40:28.564278+00:00,31;42
10415,1611303559894532096,,No;Yes,,,,,,,,,,water_bodies,,,,,Yes;Yes,Image 1,Yes;Yes,Yes;Yes,No;Yes,,graphic showing river levels,,abiotic;abiotic,abiotic,,,,river level graphic,,material;immaterial,immaterial,,,,2025-04-01 14:49:32.130412+00:00;2025-04-01 08:07:59.318685+00:00,7;42
10416,1491488065453494280,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 16:44:01.767621+00:00;2025-03-31 09:28:37.939744+00:00,7;31
10418,1611620649566625793,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:35:48.271673+00:00;2025-03-31 20:56:53.212447+00:00,7;31
10419,1611907540031524866,,No;No,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;Yes,No;Yes,No;No,,,,abiotic,,,,,,,immaterial,,,,,2025-03-31 09:07:36.809962+00:00;2025-03-31 09:06:02.771686+00:00,30;31
10421,1612209529919242245,,No;No,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:18:23.877727+00:00;2025-03-31 09:18:33.131995+00:00,7;31
10424,1612964504567939074,,No;No,,,,,,,,,,,artificial_surfaces;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 17:30:48.087692+00:00;2025-03-31 20:43:18.011717+00:00,7;31
10428,1613568484432044037,,No;No,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,biotic,,,,,,,immaterial,,,,2025-03-31 08:55:47.465310+00:00;2025-03-31 08:55:06.098002+00:00,7;30
10434,1614489553531805696,,No;No,Food,,,,,,,,,,none,none,,,Yes;Yes,"Image 1,Image 2;Image 1,Image 2",Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,biotic;biotic,,,,,,material;material,immaterial;material,,,2025-03-31 16:44:29.844855+00:00;2025-03-31 09:39:03.679013+00:00,7;16
10436,1614927438764457984,coffee emoji -> food button?,Yes;No,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:02:59.080005+00:00;2025-03-31 09:02:00.081141+00:00,7;30
10447,1616754477733928963,,No;No,,,,,,,,,,,,water_bodies,,,Yes;Yes,Image 2,Yes;No,No;No,Yes;No,,,,,,abiotic,,,,,,,material,,,2025-04-01 14:29:52.999541+00:00;2025-04-01 08:26:43.466836+00:00,7;42
10451,1617192363037806594,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-04-01 14:22:40.419463+00:00;2025-04-01 08:08:57.780181+00:00,7;42
10453,1617494352808353792,,No;No,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:17:56.231605+00:00;2025-03-31 09:17:44.114403+00:00,7;31
10457,1618400322640306176,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:27:12.018633+00:00;2025-03-31 20:50:39.794784+00:00,7;31
10459,1618716405284896770,,No;No,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,Yes;No,Yes;No,No;No,,,,biotic,,,,,,,material,,,,,2025-03-31 08:55:01.414114+00:00;2025-03-31 08:55:11.644268+00:00,28;30
10460,1493073512327618560,,No;No,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:00:45.776390+00:00;2025-03-31 09:01:46.510570+00:00,7;28
10461,1618868406945726470,,No;No,,,,,,,,,,,artificial_surfaces,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,biotic,,,,,,,material,,,,2025-03-31 10:05:00.648676+00:00;2025-03-31 09:24:41.825440+00:00,30;31
10464,1619306292069421062,,No;No,,,,,,,,,,none,,,,,No;Yes,,No;Yes,No;Yes,No;No,,,,abiotic,,,,,,,material,,,,,2025-03-31 16:45:04.680157+00:00;2025-03-31 16:44:08.577340+00:00,7;17
10467,1619759277094371328,Highly processed food content ,No;Yes,Food;Food,,,,,,,,,none,none,none,none,none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 09:17:49.992276+00:00;2025-03-31 09:17:01.597582+00:00,7;31
10472,1620514251772428289,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-04-01 14:05:11.262596+00:00;2025-04-01 13:35:03.577982+00:00,7;42
10473,1620665246586404866,,No;No,Food,,,,,,,,,,none,,,,Yes;Yes,"Image 1,Image 2,Image 3,Image 4;Image 1,Image 2,Image 3,Image 4",Yes;Yes,No,Yes;Yes,,,,,biotic;biotic,biotic;biotic,biotic;biotic,biotic;biotic,,,,material;material,material;material,material;material,material;material,2025-03-31 17:12:14.793986+00:00;2025-03-31 16:51:47.225944+00:00,7;17
10475,1620967236528930817,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-04-01 14:50:50.027630+00:00;2025-04-01 14:38:32.752746+00:00,7;42
10477,1621269226505011200,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:19:26.196948+00:00;2025-03-31 20:47:45.866786+00:00,7;31
10479,1621571216459939841,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:36:20.097950+00:00;2025-03-31 20:56:31.094549+00:00,7;31
10480,1621873206234677248,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:20:16.497870+00:00;2025-03-31 09:58:24.632505+00:00,16;30
10490,1623987135467642881,,No;No,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:49:13.818576+00:00;2025-03-31 08:42:28.429890+00:00,28;30
10493,1493979482117574667,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-04-01 14:47:19.371932+00:00;2025-04-01 13:18:02.889803+00:00,7;42
10495,1624742110212591616,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:12:47.891268+00:00;2025-03-31 16:56:54.248514+00:00,7;17
10504,1478728992798969873,,No;No,Health,,,,,,,,,,,,,,Yes;Yes,,No;Yes,No;Yes,No;No,,,,biotic,,,,,,,material,,,,,2025-04-01 09:57:34.818558+00:00;2025-04-01 08:33:29.462801+00:00,1;42
10506,1626448353008697345,,No;No,,,,,,,,,,,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-03-31 17:13:05.814041+00:00;2025-03-31 16:49:53.955675+00:00,7;17
10518,1635009766358663168,,No;No,Health,,,,,,,,,,forest_and_seminatural_areas,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,abiotic;abiotic,,,,,,,immaterial,,,,2025-04-01 14:05:58.075682+00:00;2025-04-01 08:03:11.506689+00:00,7;42
10533,1638497749640306688,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:22:19.610337+00:00;2025-03-31 09:48:56.680829+00:00,16;30
10534,1638633645081767944,,No,Video game,,,,,,,,,,none;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-03-31 09:06:14.875544+00:00;2025-03-31 09:04:48.441081+00:00,16;17
10535,1638784639966781440,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 10:20:38.316529+00:00;2025-03-31 09:24:02.087536+00:00,30;31
10542,1639841604554067968,,No;No,,,,,,,,,,,,,,,No;Yes,Image 1,No;Yes,No;No,No;Yes,,sky,,,abiotic,,,,,,,material,,,,2025-04-01 14:48:13.892450+00:00;2025-04-01 12:47:20.669762+00:00,7;42
10544,1640143594471211008,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 10:04:44.644655+00:00;2025-03-31 09:18:52.720225+00:00,30;31
10552,1641366653249232896,,No;No,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:22:06.710935+00:00;2025-03-31 09:20:44.198829+00:00,7;16
10555,1641804538809311232,,No;No,,,,,,,,,,none;none,"none;none,artificial_surfaces",none;none,none;none,none;none,Yes;Yes,"Image 1,Image 2;Image 1",Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,biotic,,,,,,material;material,material,,,2025-03-31 08:56:06.110042+00:00;2025-03-31 08:56:51.201203+00:00,15;31
10558,1642710508536037378,,No;No,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:38:34.967819+00:00;2025-03-31 08:42:19.443233+00:00,28;31
10560,1494885451815129092,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 22:17:43.071711+00:00;2025-04-01 07:43:45.175293+00:00,1;42
10562,1643178592476561411,,No;No,,,,,,,,,,,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-04-01 14:23:50.352438+00:00;2025-04-01 13:50:59.736251+00:00,7;42
10568,1644522447616774149,,No;No,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:06:05.648266+00:00;2025-03-31 09:06:42.647887+00:00,30;31
10571,1495187441669615621,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-04-01 09:57:24.742323+00:00;2025-04-01 07:43:51.713545+00:00,1;42
10579,1646349486623453186,,No;No,Video game;Video game,,,,,,,,,none,none;none,none;none,none;none,none;none,Yes;Yes,Image 1,Yes;Yes,Yes;Yes,Yes;No,,,,biotic;biotic,biotic,,,,,,material;material,immaterial,,,,2025-03-31 08:48:43.791089+00:00;2025-03-31 08:43:50.081162+00:00,28;31
10580,1646485382102650880,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-04-01 14:42:51.727906+00:00;2025-04-01 13:19:12.846779+00:00,7;42
10581,1646636376819916800,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,Yes;No,No;No,,,,,,,,,,,immaterial,,,,,2025-03-31 09:37:34.278293+00:00;2025-03-31 10:20:23.937737+00:00,16;30
10585,1647089361895260160,,No;No,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:03:58.200848+00:00;2025-03-31 09:04:38.868078+00:00,30;31
10590,1647864972695748609,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-04-01 14:20:52.676301+00:00;2025-04-01 12:59:21.337178+00:00,7;42
10591,1648008417896718337,,No;No,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:57:38.624520+00:00;2025-03-31 08:57:25.210563+00:00,7;31
10595,1648914387321917440,,No;No,Video game,,,,,,,,,,artificial_surfaces,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,biotic,,,,,,,immaterial,,,,2025-03-31 09:50:15.695569+00:00;2025-03-31 09:22:44.510440+00:00,30;31
10597,1649518367265505281,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-04-01 14:25:33.143452+00:00;2025-04-01 08:06:19.262238+00:00,7;42
10599,1649986451625373699,,No;No,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:19:12.013135+00:00;2025-03-31 09:18:13.688426+00:00,7;31
10604,1496017913605726211,,No;No,,,,,,,,,,,,,,,Yes;Yes,,Yes;No,Yes;No,No;No,,,,biotic,,,,,,,material,,,,,2025-03-31 17:26:04.071926+00:00;2025-03-31 20:49:53.088258+00:00,7;31
10612,1652387271184728065,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:05:09.807954+00:00;2025-03-31 09:04:33.949651+00:00,17;30
10614,1652840256041893889,,No;No,,,,,,,,,,,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-04-01 14:33:28.551061+00:00;2025-04-01 13:52:09.826897+00:00,7;42
10615,1479030982657327106,,No;No,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:15:54.594280+00:00;2025-03-31 09:15:24.223786+00:00,7;30
10626,1655091087390945282,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:39:33.800278+00:00;2025-04-01 08:40:38.771608+00:00,7;42
10627,1496395401179860992,,No;No,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:46:43.903920+00:00;2025-03-31 08:34:25.193073+00:00,30;31
10629,1655393077282873344,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:07:10.898577+00:00;2025-03-31 09:07:52.030457+00:00,17;30
10633,1655997057063337984,,No;No,,,,,,,,,,,,,,,Yes;Yes,Image 1,Yes;No,Yes;No,Yes;No,,,,biotic,biotic,,,,,,material,material,,,,2025-03-31 17:06:10.775978+00:00;2025-03-31 09:30:19.125443+00:00,7;16
10636,1656465141179744256,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:07:00.190251+00:00;2025-03-31 16:48:28.305139+00:00,7;17
10645,1657808996378525696,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 10:03:04.714007+00:00;2025-03-31 09:18:27.168948+00:00,30;31
10648,1658261980929572864,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-04-01 14:46:04.196019+00:00;2025-04-01 12:49:16.771623+00:00,7;42
10650,1658412976045703168,remote sensing images - would they be material or not?,No;Yes,,,,,,,,space,"star, sun",other,other;other,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,abiotic;abiotic,abiotic;abiotic,,,,"solar flare, sun",remote sensing image of the sun,material;material,material;immaterial,,,,2025-04-01 10:01:41.052153+00:00;2025-04-01 12:45:32.209677+00:00,1;42
10651,1658745164960251905,,No;No,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-04-01 14:20:59.088962+00:00;2025-04-01 08:15:22.041767+00:00,7;42
10653,1659047154772475904,,No;No,,,,,,,,,,,,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-04-01 14:49:16.616483+00:00;2025-04-01 14:36:09.125828+00:00,7;42
10654,1659167950757064707,,No;No,,,,,,,,,,,artificial_surfaces,,,,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,biotic,,,,,,,material,,,,2025-03-31 17:25:21.820467+00:00;2025-04-01 08:36:24.431524+00:00,7;42
10655,1659318945751650309,,No;No,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,abiotic,,,,,,,immaterial,,,,2025-03-31 09:12:55.735745+00:00;2025-03-31 09:52:58.436433+00:00,7;42
10665,1661130885041643520,food related post in text content,Yes;No,Food,,,,,,,,,none;none,"agricultural_areas,forest_and_seminatural_areas;none,agricultural_areas,forest_and_seminatural_areas",none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;No,Yes;Yes,,,,biotic,biotic;biotic,,,,,,material,material;material,,,,2025-03-31 08:45:54.907590+00:00;2025-03-31 08:50:45.035081+00:00,28;30
